id,Wellbeing score,BuildingHeights,Integration,Flow,PTAL,Casualty,Fuel,Supermarket,Choice
1,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
2,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
3,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
4,0.134690799,0.388653494,0.001578669,184,0.37542,0.44,1.57993,0,0
5,0.134690799,0.010463942,0,692,0.34858,0.111,2.75711,0,0
6,0.134690799,0.033810115,0,693,0.34853,0.111,2.75972,0,0
7,0.134690799,0.034793497,0.013436887,693,0.34853,0.111,2.75972,0,0
8,0.134690799,0.037516236,0.007390418,693,0.34853,0.111,2.75972,0,0
9,0.134690799,0.035871397,0,693,0.34853,0.111,2.75972,0,0
10,0.134690799,0.037120766,0.00955252,678,0.3387,0.12,2.70046,0,18077
11,0.134690799,0.048015182,0.030422547,463,0.20693,0.252,1.90637,0,37846
12,0.134690799,0.038020176,0.009359151,428,0.18551,0.273,1.77742,0,0
13,0.134690799,0.03629836,0.016721723,705,0.20871,0.293,1.92504,0,0
14,0.134690799,0.042146278,0.009476206,1219,0.25171,0.328,2.19861,0,0
15,0.134690799,0.042146278,0,428,0.18551,0.273,1.77742,0,0
16,0.134690799,0.014953994,0,428,0.18551,0.273,1.77742,0,0
17,0.145098039,0.039084072,0,408,0.17082,0.248,1.87371,0,0
18,0.180794369,0.039084072,0.014821027,337,0.11946,0.156,2.20595,0,0
19,0.180794369,0.031472339,0.009479867,337,0.11932,0.156,2.20623,0,0
20,0.180794369,0.035013987,0,337,0.11932,0.156,2.20623,0,0
21,0.150678733,0.035013987,0.011407413,229,0.09014,0.154,1.54432,0,0
22,0.093011564,0.053509629,0.03300739,52,0.04216,0.153,0.45624,0,536
23,0.091955757,0.038793607,0.021599977,49,0.04171,0.154,0.44419,0,536
24,0.105882353,0.046195363,0,27,0.10163,0.288,1.25509,0,0
25,0.118049271,0.089891968,0,4,0.16963,0.44,2.1753,0,0
26,0.118099548,0.046608322,0,3,0.17133,0.444,2.19835,0,0
27,0.118099548,0.051794802,0.008507301,3,0.17133,0.444,2.19835,0,0
28,0.117998994,0.051794802,0.006628353,3,0.1712,0.444,2.19676,0,0
29,0.099597788,0.02922206,0,37,0.07752,0.234,0.92864,0,0
30,0.09190548,0,0.012614132,49,0.04148,0.153,0.44113,0,5458
31,0.09190548,0,0,49,0.04148,0.153,0.44113,0,0
32,0.09190548,0,0,49,0.04148,0.153,0.44113,0,0
33,0.091955757,0,0.015155757,55,0.04222,0.156,0.44133,0,0
34,0.090799397,0.038006185,0.009270316,435,0.08846,0.333,0.41055,0,0
35,0.090598291,0.037761211,0.011042958,458,0.09129,0.344,0.40869,0,0
36,0.090598291,0.054209561,0.016485137,458,0.09129,0.344,0.40869,0,0
37,0.090598291,0.054209561,0.006061823,458,0.09129,0.344,0.40869,0,0
38,0.090598291,0.054209561,0,458,0.09129,0.344,0.40869,0,0
39,0.101055807,0.037026288,0,574,0.1804,0.256,1.378,0,0
40,0.116138763,0.037026288,0,743,0.30934,0.128,2.7806,0,0
41,0.1173454,0.036291351,0,758,0.32111,0.117,2.90851,0,0
42,0.118099548,0.035976382,0,764,0.32564,0.112,2.95773,0,0
43,0.118099548,0.037726207,0,764,0.32564,0.112,2.95773,0,0
44,0.118099548,0.038741108,0,764,0.32564,0.112,2.95773,0,0
45,0.129311212,0.053929583,0,710,0.30991,0.11,2.84915,0,0
46,0.19899447,0.040630921,0,372,0.20921,0.102,2.15624,0,0
47,0.21835093,0.033946593,0,276,0.18061,0.099,1.95927,0,0
48,0.21835093,0.030901889,0,276,0.18061,0.099,1.95927,0,0
49,0.21835093,0.03713128,0.011211868,276,0.18061,0.099,1.95927,0,0
50,0.22297637,0.055434426,0.009923063,239,0.33051,0.076,2.41725,0,0
51,0.22528909,0.040455935,0.009923063,225,0.39327,0.067,2.60926,0,0
52,0.22528909,0.040910893,0,395,0.551,0.104,3.07564,0,0
53,0.22528909,0.040105969,0,665,0.80249,0.165,3.75616,0,0
54,0.22528909,0.042370246,0,900,1.03693,0.241,4.05255,0,0
55,0.22528909,0.045981882,0.013198825,694,0.86921,0.23,3.00654,0,0
56,0.22528909,0.048757107,0.030802846,537,0.74205,0.222,2.21342,1,0
57,0.22528909,0.034517036,0.0245801,537,0.74205,0.222,2.21342,0,0
58,0.22528909,0.052844694,0,688,0.88024,0.322,3.31925,0,0
59,0.22528909,0.052844694,0.009296983,732,0.92097,0.351,3.64536,0,0
60,0.22528909,0.039791,0.009296983,742,0.92991,0.358,3.71652,0,0
61,0.207340372,0.039791,0,724,0.64766,0.471,2.60473,0,0
62,0.188486677,0.047938192,0,706,0.33208,0.593,1.36261,0,0
63,0.211211664,0.047938192,0,757,0.25748,0.263,1.13835,1,0
64,0.218702866,0.034345548,0,780,0.22471,0.118,1.03979,0,0
65,0.218702866,0.034880993,0,780,0.22471,0.118,1.03979,0,0
66,0.218702866,0.036028882,0,780,0.22471,0.118,1.03979,0,0
67,0.209049774,0.058846585,0,748,0.21644,0.115,1.02068,0,0
68,0.175364505,0.036361349,0,518,0.15527,0.096,0.88011,0,0
69,0.176168929,0.0358469,0,489,0.14737,0.094,0.86191,0,0
70,0.218702866,0.053282147,0,780,0.22471,0.118,1.03979,0,0
71,0.218702866,0.035958887,0,779,0.22592,0.119,1.043,0,0
72,0.218702866,0.0338696,0,732,0.28656,0.211,1.20487,0,0
73,0.218702866,0.0716728,0.008897954,599,0.45642,0.469,1.65842,0,0
74,0.216792358,0.0716728,0.013148658,567,0.48408,0.522,1.73923,0,0
75,0.174962293,0.043577626,0.039564117,1634,0.77163,0.595,2.74781,0,575
76,0.186224233,0.043577626,0.021219687,2755,1.196,0.677,3.93361,0,0
77,0.186224233,0.073632608,0.008694049,2755,1.196,0.677,3.93361,0,0
78,0.186224233,0.041589822,0.016102864,2738,1.18575,0.672,3.91438,0,0
79,0.186224233,0.033579128,0.006510361,1429,0.41095,0.274,2.45277,0,0
80,0.186224233,0.044288051,0.002992886,1345,0.36081,0.248,2.35818,0,0
81,0.167320261,0,0,1265,0.33844,0.204,2.19724,0,0
82,0.117244847,0.034695514,0,1052,0.27827,0.086,1.76403,0,0
83,0.106988436,0.036739311,0,1007,0.26574,0.061,1.67393,0,0
84,0.106988436,0.039049078,0,1007,0.26574,0.061,1.67393,0,0
85,0.106988436,0.039388541,0,1007,0.26574,0.061,1.67393,0,0
86,0.106988436,0.035608924,0.001803652,1002,0.26333,0.061,1.66649,0,0
87,0.106988436,0.038506634,0.001803652,911,0.2788,0.095,1.91561,0,0
88,0.106988436,0.039283556,0.004992537,826,0.29051,0.125,2.13156,0,0
89,0.106988436,0.037964186,0.004308512,826,0.29051,0.125,2.13156,0,0
90,0.106988436,0.037964186,0,826,0.29051,0.125,2.13156,0,0
91,0.106988436,0.037964186,0.006102933,826,0.29051,0.125,2.13156,0,0
92,0.106988436,0.043658117,0.012205145,826,0.29041,0.125,2.13092,0,0
93,0.106988436,0.034699018,0,767,0.26219,0.11,1.94951,0,0
94,0.106988436,0.034051578,0,725,0.24125,0.097,1.81491,0,0
95,0.106988436,0.032630721,0,685,0.22156,0.086,1.68838,0,0
96,0.106988436,0.048610116,0.004724096,575,0.24278,0.071,1.61085,0,0
97,0.106988436,0.03644184,0,427,0.38253,0.074,1.89964,0,0
98,0.106988436,0.034905491,0,390,0.42897,0.077,2.01399,0,0
99,0.106988436,0.032424245,0,301,0.54434,0.085,2.29828,0,0
100,0.106988436,0.035706911,0,166,0.71935,0.096,2.72988,0,0
101,0.121870287,0.048487629,0.012646666,843,0.67049,0.288,2.89563,0,0
102,0.136400201,0.043756106,0.010818014,1531,0.57105,0.474,2.89312,0,0
103,0.136400201,0.053761599,0.00716294,1518,0.57236,0.47,2.8873,0,0
104,0.136400201,0.055532423,0.007050911,1259,0.59984,0.403,2.79886,0,0
105,0.136400201,0.055532423,0,1095,0.61738,0.36,2.74286,0,0
106,0.136802413,0.049079068,0.010626752,1388,0.53453,0.435,2.70719,0,0
107,0.141779789,0.040105969,0,246,0.14488,0.117,0.97829,0,0
108,0.142131724,0.039038582,0,179,0.12251,0.098,0.87773,0,0
109,0.142131724,0.026352352,0,179,0.12251,0.098,0.87773,0,0
110,0.142131724,0,0,179,0.12251,0.098,0.87773,0,0
111,0.142131724,0,0,179,0.12251,0.098,0.87773,0,0
112,0.142131724,0.034230063,0,180,0.11961,0.1,0.86416,0,0
113,0.142131724,0,0,181,0.117,0.102,0.85209,0,0
114,0.142131724,0,0,235,0.02111,0.177,0.40464,0,0
115,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
116,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
117,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
118,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
119,0.142131724,0.017844704,0,239,0.01559,0.181,0.379,0,0
120,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
121,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
122,0.09436903,0,0.004251172,132,0.01021,0.115,0.26514,0,0
123,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
124,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
125,0.040522876,0.054828993,0,40,0.00557,0.059,0.167,0,0
126,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
127,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
128,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
129,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
130,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
131,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
132,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
133,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
134,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
135,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
136,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
137,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
138,0.040522876,0,0.000888378,33,0.00499,0.052,0.15641,0,0
139,0.040522876,0,0.000888378,6,0.00289,0.029,0.11743,0,0
140,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
141,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
142,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
143,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
144,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
145,0.040522876,0.025242969,0,4,0.00269,0.027,0.11358,0,0
146,0.040522876,0.033439143,0,4,0.00269,0.027,0.11358,0,0
147,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
148,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
149,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
150,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
151,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
152,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
153,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
154,0.134690799,0.388653494,0.003341957,228,0.37303,0.412,1.6827,0,482
155,0.134690799,0.044298554,0,693,0.34853,0.111,2.75972,0,0
156,0.134690799,0.035370942,0.006928149,693,0.34853,0.111,2.75972,0,0
157,0.134690799,0.034793497,0.013436887,591,0.33998,0.11,2.82074,0,0
158,0.134690799,0.037516236,0.038094783,387,0.32292,0.11,2.94149,0,18927
159,0.134690799,0.037120766,0.04997224,471,0.32996,0.11,2.89206,0,41449
160,0.134690799,0.047035271,0.033904405,504,0.33275,0.11,2.87268,0,33602
161,0.134690799,0.048015182,0.032620564,477,0.23681,0.219,2.13056,0,43326
162,0.134690799,0.046079871,0.027793951,512,0.19255,0.279,1.82225,0,15080
163,0.134690799,0.037029785,0.047772879,2082,0.32407,0.388,2.65922,0,12764
164,0.134690799,0.032189774,0.032707672,3716,0.46094,0.501,3.53019,0,6516
165,0.134690799,0.032161765,0.01943195,884,0.22363,0.305,2.0201,0,2511
166,0.134690799,0.013221672,0.008042294,428,0.18551,0.273,1.77742,0,0
167,0.134690799,0,0.008042294,428,0.18551,0.273,1.77742,0,0
168,0.167420814,0.039283549,0.031003283,363,0.1385,0.19,2.08143,0,15080
169,0.180794369,0.039283549,0.039442313,335,0.11892,0.156,2.19702,0,15080
170,0.148466566,0.036746303,0.01212503,218,0.08719,0.155,1.47802,0,24599
171,0.093765711,0.03252924,0.068131092,52,0.04225,0.153,0.45794,0,49718
172,0.09190548,0,0.043957437,49,0.04148,0.153,0.44113,0,3551
173,0.09190548,0,0,49,0.04148,0.153,0.44113,0,0
174,0.09190548,0.033036677,0,49,0.04148,0.153,0.44113,0,0
175,0.100402212,0.137140727,0,38,0.07398,0.226,0.88086,0,0
176,0.117144294,0.043490132,0.024898662,8,0.1591,0.417,2.03284,0,14214
177,0.118099548,0.051794802,0.023115782,4,0.16849,0.437,2.15986,0,6921
178,0.113574661,0.033316662,0.013735134,15,0.13748,0.368,1.74023,0,2278
179,0.093262946,0,0.005674448,47,0.0461,0.164,0.50356,0,1774
180,0.09190548,0,0.039670196,49,0.04148,0.153,0.44113,0,22114
181,0.09190548,0,0.065219334,49,0.04148,0.153,0.44113,0,94687
182,0.09190548,0,0.014420628,49,0.04148,0.153,0.44113,0,10511
183,0.091553544,0,0.019074596,93,0.04686,0.173,0.43777,0,6164
184,0.090548014,0.038006185,0.019954,451,0.0904,0.34,0.40889,0,2089
185,0.090598291,0.062363736,0.033506641,458,0.09129,0.344,0.40869,0,54156
186,0.090598291,0.023307659,0.05129546,458,0.09129,0.344,0.40869,0,66236
187,0.090598291,0.031006875,0.040998941,458,0.09129,0.344,0.40869,0,57486
188,0.090598291,0.031321844,0.02308771,458,0.09129,0.344,0.40869,0,12567
189,0.090598291,0.028137177,0.015514373,458,0.09129,0.344,0.40869,0,12047
190,0.090598291,0.064960477,0.004093848,458,0.09129,0.344,0.40869,0,0
191,0.091352438,0.064960477,0,467,0.09811,0.336,0.48309,0,0
192,0.099899447,0.064960477,0,562,0.17037,0.266,1.26872,0,0
193,0.115786828,0.037726207,0,734,0.30319,0.134,2.71321,0,0
194,0.14017094,0.035031476,0,657,0.29738,0.093,2.74568,0,0
195,0.209049774,0.053929583,0.028338916,317,0.20667,0.037,2.07081,0,3874
196,0.21835093,0.040595931,0.029761725,275,0.18168,0.094,1.9606,0,3014
197,0.21835093,0.03279171,0,276,0.18061,0.099,1.95927,0,0
198,0.21835093,0,0,276,0.18061,0.099,1.95927,0,0
199,0.220311714,0.047980178,0.011211868,261,0.2405,0.09,2.14232,0,0
200,0.224937154,0.055434426,0.021068055,227,0.38371,0.068,2.58013,0,2862
201,0.22528909,0.042240757,0,225,0.39327,0.067,2.60926,0,0
202,0.22528909,0.032686718,0,225,0.39327,0.067,2.60926,0,0
203,0.22528909,0.032686718,0,301,0.47908,0.106,2.51175,0,0
204,0.22528909,0.038394646,0,537,0.74205,0.222,2.21342,0,0
205,0.22528909,0.043234658,0.027329604,537,0.74205,0.222,2.21342,0,3695
206,0.22528909,0.047164761,0.018225627,537,0.74205,0.222,2.21342,0,0
207,0.22528909,0.034727013,0.0245801,537,0.74205,0.222,2.21342,0,0
208,0.22528909,0.052844694,0,616,0.81437,0.275,2.79172,0,0
209,0.22528909,0.052844694,0.028921629,635,0.83097,0.286,2.92519,0,3880
210,0.22528909,0.053044171,0.030771035,722,0.91151,0.345,3.56973,0,9848
211,0.225339367,0.053044171,0.166334342,741,0.92752,0.358,3.70732,0,1192345
212,0.21603821,0.056837796,0.090439347,448,0.4904,0.227,2.10129,0,287327
213,0.219105078,0.056837796,0.024930325,724,0.25076,0.11,1.15216,0,9279
214,0.218702866,0.034765508,0.010106577,780,0.22471,0.118,1.03979,0,0
215,0.218702866,0.034765508,0.010106577,780,0.22471,0.118,1.03979,0,0
216,0.218702866,0.04035095,0.010106577,780,0.22471,0.118,1.03979,0,0
217,0.218702866,0.04035095,0,780,0.22471,0.118,1.03979,0,0
218,0.218702866,0.036361349,0,780,0.22471,0.118,1.03979,0,0
219,0.218702866,0.033362146,0,780,0.22471,0.118,1.03979,0,0
220,0.218702866,0.033421641,0,780,0.22471,0.118,1.03979,0,0
221,0.218702866,0.035311451,0,780,0.22471,0.118,1.03979,0,0
222,0.218702866,0.05654382,0.017851563,779,0.22592,0.119,1.043,0,0
223,0.218702866,0.0716728,0.018915816,589,0.46894,0.489,1.69173,0,2724
224,0.218702866,0.077167247,0.086287144,573,0.49097,0.522,1.75058,0,98120
225,0.213323278,0.052022278,0.144775521,929,0.60621,0.548,2.10743,0,176992
226,0.186978381,0.039927491,0.108232464,2624,1.13799,0.654,3.7951,0,142614
227,0.186224233,0.049257549,0.050586424,2178,0.85393,0.502,3.28825,0,81774
228,0.186224233,0.049257549,0.064726291,2245,0.89407,0.522,3.36385,0,80197
229,0.186224233,0.051532326,0.030920551,1497,0.45114,0.294,2.52826,0,27842
230,0.186224233,0.049425533,0.009661401,1345,0.36081,0.248,2.35818,0,8418
231,0.186224233,0.046422839,0,1345,0.36081,0.248,2.35818,0,0
232,0.172800402,0,0,1288,0.34467,0.216,2.24192,0,0
233,0.109351433,0.036739311,0,1017,0.26859,0.066,1.69437,0,0
234,0.106988436,0.039388541,0,996,0.25924,0.061,1.6543,0,0
235,0.106988436,0.082973165,0.011441134,841,0.16099,0.057,1.35492,0,4749
236,0.106988436,0.082973165,0.012581544,698,0.07142,0.055,1.08208,0,2746
237,0.106988436,0.035118972,0,825,0.21143,0.086,1.67375,0,0
238,0.106988436,0.039283556,0.004992537,826,0.29051,0.125,2.13156,0,0
239,0.106988436,0.037281755,0.024726508,826,0.29051,0.125,2.13156,0,50807
240,0.106988436,0.035391945,0.026984939,826,0.29051,0.125,2.13156,0,85196
241,0.106988436,0.03660632,0.024201615,826,0.29051,0.125,2.13156,0,64173
242,0.106988436,0.036879293,0.040173709,826,0.29051,0.125,2.13156,0,108345
243,0.106988436,0.037208263,0.013800691,638,0.19936,0.074,1.54572,0,39149
244,0.106988436,0.033124177,0.00386492,588,0.17467,0.059,1.38705,0,0
245,0.106988436,0.034128572,0.00386492,588,0.17467,0.059,1.38705,0,0
246,0.106988436,0.048610116,0.013515812,553,0.2188,0.062,1.4958,0,2765
247,0.106988436,0.048610116,0,553,0.21833,0.063,1.49243,0,0
248,0.106988436,0.033225665,0,588,0.17477,0.059,1.38716,0,0
249,0.106988436,0.031398847,0,588,0.17467,0.059,1.38705,0,0
250,0.106586224,0.033152172,0.037116076,332,0.50581,0.082,2.20428,0,14191
251,0.13107089,0.033152172,0.057805772,1404,0.60539,0.318,3.47028,0,4678
252,0.136400201,0.033537132,0.018530541,1556,0.57066,0.457,3.00351,0,2099
253,0.136400201,0.035423441,0.03764431,1531,0.57109,0.474,2.89206,0,4012
254,0.136400201,0.035423441,0.015436739,1531,0.57109,0.474,2.89206,0,54
255,0.136400201,0.055532423,0.008385829,1503,0.55944,0.447,2.91878,0,54
256,0.139467069,0.054430035,0.050511788,665,0.27621,0.173,1.81353,0,10812
257,0.142131724,0.039675515,0,179,0.12251,0.098,0.87773,0,0
258,0.142131724,0.037404242,0.006665521,179,0.12251,0.098,0.87773,0,0
259,0.142131724,0.038244161,0,179,0.12251,0.098,0.87773,0,0
260,0.142131724,0,0,179,0.12251,0.098,0.87773,0,0
261,0.142131724,0,0,182,0.11777,0.102,0.85572,0,0
262,0.142131724,0,0,223,0.04272,0.16,0.50551,0,0
263,0.142131724,0,0,236,0.02007,0.177,0.3999,0,0
264,0.142131724,0,0,236,0.01985,0.178,0.39886,0,0
265,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
266,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
267,0.142131724,0,0,239,0.01559,0.181,0.379,0,0
268,0.142131724,0.0478332,0,239,0.01559,0.181,0.379,0,0
269,0.121518351,0.03511197,0.007569215,224,0.0152,0.14,0.42482,0,1556
270,0.095123177,0,0.002941033,204,0.01467,0.086,0.48449,0,1046
271,0.090548014,0,0.015201238,187,0.01354,0.076,0.45895,0,5784
272,0.061940674,0,0.004251172,45,0.00381,0.045,0.15202,0,0
273,0.055404726,0,0,37,0.00341,0.041,0.14318,0,0
274,0.058471594,0,0,36,0.003,0.038,0.13839,0,0
275,0.047762695,0,0,38,0.0045,0.05,0.1556,0,0
276,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
277,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
278,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
279,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
280,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
281,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
282,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
283,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
284,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
285,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
286,0.040522876,0,0,40,0.00557,0.059,0.167,0,0
287,0.040522876,0,0.002492297,30,0.0048,0.05,0.15256,0,882
288,0.040522876,0,0.002252944,5,0.00286,0.028,0.11682,0,556
289,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
290,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
291,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
292,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
293,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
294,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
295,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
296,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
297,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
298,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
299,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
300,0.040522876,0,0,4,0.00269,0.027,0.11358,0,0
301,0.134690799,0,0,180,0.37562,0.443,1.56945,0,0
302,0.134690799,0.388653494,0,180,0.37562,0.443,1.56945,0,0
303,0.134690799,0.388653494,0.009736158,176,0.37084,0.435,1.55588,0,4631
304,0.134690799,0.388653494,0.005106928,134,0.24085,0.215,1.30379,0,1492
305,0.134690799,0.029190567,0,112,0.27206,0.104,2.71056,0,0
306,0.134690799,0.034254553,0.030389003,170,0.30482,0.11,3.07104,0,8049
307,0.134690799,0.033908092,0.037192574,4,0.29109,0.11,3.17062,0,15943
308,0.134690799,0.0379012,0.021574099,0,0.29071,0.11,3.17268,0,8440
309,0.134690799,0.036326355,0.008138816,0,0.29071,0.11,3.17268,0,2819
310,0.134690799,0.037306266,0.015057544,9,0.29149,0.109,3.16791,0,274
311,0.134690799,0.037306266,0.041833996,244,0.27687,0.16,2.90816,0,102271
312,0.134690799,0.035206469,0.065681524,3155,0.41469,0.462,3.24027,0,184117
313,0.134690799,0.032529227,0.015561487,3914,0.47745,0.515,3.6353,0,60
314,0.134690799,0.032669222,0.043462941,3914,0.47745,0.515,3.6353,0,26754
315,0.134690799,0.031636819,0.035978418,3015,0.40217,0.452,3.15614,0,16956
316,0.134690799,0.028515132,0.041216477,428,0.18551,0.273,1.77742,0,8786
317,0.134690799,0.028515132,0.039257283,428,0.18551,0.273,1.77742,0,13621
318,0.144746104,0.020063484,0.012159822,409,0.17134,0.248,1.86801,0,34596
319,0.138059326,0.047567219,0.062152469,195,0.08113,0.154,1.33955,0,100121
320,0.09190548,0,0.047188141,49,0.04148,0.153,0.44113,0,147685
321,0.09190548,0.055871889,0.071186347,49,0.04148,0.153,0.44113,0,267632
322,0.09190548,0.055871889,0.094510813,49,0.04148,0.153,0.44113,0,461085
323,0.09190548,0.021599827,0.018354246,49,0.04148,0.153,0.44113,0,2911
324,0.09190548,0.038671107,0.018253254,49,0.04148,0.153,0.44113,0,0
325,0.09190548,0.042100767,0.009849887,49,0.04148,0.153,0.44113,0,0
326,0.096933132,0.042625727,0.026802698,41,0.06221,0.2,0.72148,0,38688
327,0.094972348,0.055749402,0.008421233,44,0.05485,0.183,0.62206,0,8744
328,0.09190548,0.029260561,0.017028668,49,0.04148,0.153,0.44113,0,17247
329,0.09190548,0.030065479,0.064644511,49,0.04148,0.153,0.44113,0,32515
330,0.09190548,0.041225855,0.016390873,49,0.04148,0.153,0.44113,0,14476
331,0.09190548,0.068138161,0.055440995,49,0.04148,0.153,0.44113,0,79551
332,0.09190548,0.068138161,0.028069069,49,0.04148,0.153,0.44113,0,11640
333,0.09089995,0.068138161,0.021000687,277,0.06931,0.259,0.42373,0,0
334,0.090598291,0.053824598,0.039199866,458,0.09129,0.344,0.40869,0,7620
335,0.090598291,0.062363736,0.034101875,458,0.09129,0.344,0.40869,1,59636
336,0.090598291,0,0.050316046,458,0.09129,0.344,0.40869,0,54255
337,0.090598291,0.041855793,0.008085442,458,0.09129,0.344,0.40869,0,6137
338,0.090598291,0.041855793,0.005078867,458,0.09129,0.344,0.40869,0,100
339,0.090598291,0.041855793,0.038170441,458,0.09129,0.344,0.40869,0,28253
340,0.090598291,0.064960477,0.026120968,458,0.09129,0.344,0.40869,0,13390
341,0.090598291,0.064960477,0.037180649,458,0.09129,0.344,0.40869,0,21570
342,0.090598291,0.032546729,0.009466729,458,0.09129,0.344,0.40869,0,1339
343,0.141277024,0.032546729,0,437,0.16502,0.193,1.36939,0,0
344,0.215233786,0.034751511,0.027496407,283,0.19888,0.027,2.00646,0,8898
345,0.21835093,0.035976396,0.019810324,269,0.19204,0.039,1.97208,0,3559
346,0.21835093,0.033596634,0,276,0.18061,0.099,1.95927,0,0
347,0.21835093,0.032861704,0,276,0.18061,0.099,1.95927,0,0
348,0.21835093,0,0,276,0.18061,0.099,1.95927,0,0
349,0.21835093,0.047980178,0.022956517,273,0.19173,0.098,1.99286,0,1808
350,0.224183007,0.049730002,0.047842064,232,0.36209,0.072,2.51361,0,12401
351,0.22528909,0.049730002,0,225,0.39327,0.067,2.60926,0,0
352,0.22528909,0,0,225,0.39327,0.067,2.60926,0,0
353,0.22528909,0,0,250,0.42189,0.08,2.57638,0,0
354,0.22528909,0.05404157,0,461,0.64995,0.225,2.37463,0,0
355,0.22528909,0.05404157,0.144639062,804,0.94619,0.839,2.66552,0,50222
356,0.22528909,0.04800818,0.203588335,620,0.80587,0.415,2.3547,0,227960
357,0.22528909,0.034104078,0.086331025,537,0.74205,0.222,2.21342,0,21366
358,0.22528909,0.04172631,0.110555561,537,0.74205,0.222,2.21342,0,208451
359,0.22528909,0.043157661,0.068233422,542,0.7466,0.226,2.2495,0,410469
360,0.22528909,0.042531228,0.11343505,703,0.89433,0.332,3.43233,0,764937
361,0.22528909,0.049432535,0.031971566,742,0.92991,0.358,3.71652,0,225681
362,0.22528909,0.068383135,0.111342063,508,0.76441,0.23,3.14765,0,429510
363,0.224534942,0.057387239,0.095731488,208,0.48818,0.045,2.17583,0,440147
364,0.222222222,0.05207477,0.010106577,467,0.36878,0.078,1.66104,0,0
365,0.219105078,0.033813603,0,718,0.25337,0.11,1.16337,0,0
366,0.218702866,0.043227659,0,780,0.22471,0.118,1.03979,0,0
367,0.218702866,0.043227659,0,780,0.22471,0.118,1.03979,0,0
368,0.218702866,0.048872592,0,780,0.22471,0.118,1.03979,0,0
369,0.218702866,0.048872592,0,779,0.22537,0.118,1.04166,0,0
370,0.218702866,0.033624626,0,651,0.39133,0.371,1.48448,0,0
371,0.218702866,0.050198958,0,587,0.47281,0.495,1.702,0,0
372,0.218702866,0.050198958,0.040750266,641,0.40355,0.39,1.51711,0,9811
373,0.218702866,0.033306152,0.0338945,573,0.49097,0.522,1.75058,0,15622
374,0.218702866,0.107134743,0.122675053,573,0.49097,0.522,1.75058,0,316014
